width,height,aspect_ratio,sharpness,brightness,contrast,noise,intensity_std,unique_intensity_values,filename,label
300,287,1.0453,2724.3,103.33,61.79,12.13,61.79,248,060_sea_horse_image_0049_moderate_noise.jpg,DEGRADED
300,287,1.0453,1634.32,141.78,79.92,11.09,79.92,254,060_sea_horse_image_0049_overexposed.jpg,DEGRADED
300,287,1.0453,387.42,58.91,35.28,5.41,35.28,140,060_sea_horse_image_0049_underexposed.jpg,DEGRADED
300,235,1.2766,10936.22,87.0,96.15,24.36,96.15,256,061_accordion_image_0041_compressed.jpg,DEGRADED
300,235,1.2766,116.79,86.99,88.82,4.67,88.82,256,061_accordion_image_0041_moderate_blur.jpg,DEGRADED
300,235,1.2766,15020.51,87.59,94.82,26.48,94.82,256,061_accordion_image_0041_moderate_noise.jpg,DEGRADED
300,235,1.2766,18063.23,100.47,104.61,29.48,104.61,256,061_accordion_image_0041_overexposed.jpg,DEGRADED
300,235,1.2766,4941.67,50.04,56.45,15.22,56.45,157,061_accordion_image_0041_underexposed.jpg,DEGRADED
300,168,1.7857,1252.83,113.57,68.59,10.36,68.59,256,062_wrench_image_0019_compressed.jpg,DEGRADED
300,168,1.7857,44.41,113.7,64.86,2.91,64.86,251,062_wrench_image_0019_moderate_blur.jpg,DEGRADED
300,168,1.7857,3940.12,112.9,68.68,14.59,68.68,256,062_wrench_image_0019_moderate_noise.jpg,DEGRADED
300,168,1.7857,2931.73,146.66,74.41,14.03,74.41,256,062_wrench_image_0019_overexposed.jpg,DEGRADED
300,168,1.7857,408.54,51.12,31.4,5.33,31.4,120,062_wrench_image_0019_underexposed.jpg,DEGRADED
288,300,0.96,2769.13,161.86,111.6,15.31,111.6,256,063_grand_piano_image_0013_compressed.jpg,DEGRADED
288,300,0.96,61.92,161.87,108.13,3.52,108.13,256,063_grand_piano_image_0013_moderate_blur.jpg,DEGRADED
288,300,0.96,4921.68,158.56,106.72,17.69,106.72,256,063_grand_piano_image_0013_moderate_noise.jpg,DEGRADED
288,300,0.96,4558.71,168.56,109.95,18.6,109.95,256,063_grand_piano_image_0013_overexposed.jpg,DEGRADED
288,300,0.96,1179.2,94.52,65.7,9.53,65.7,157,063_grand_piano_image_0013_underexposed.jpg,DEGRADED
300,212,1.4151,378.08,106.09,34.64,6.1,34.64,219,064_elephant_image_0050_compressed.jpg,DEGRADED
300,212,1.4151,8.38,106.11,32.27,1.19,32.27,167,064_elephant_image_0050_moderate_blur.jpg,DEGRADED
300,212,1.4151,3984.19,105.67,37.14,13.48,37.14,237,064_elephant_image_0050_moderate_noise.jpg,DEGRADED
300,212,1.4151,867.26,145.45,47.6,9.02,47.6,236,064_elephant_image_0050_overexposed.jpg,DEGRADED
300,212,1.4151,180.8,65.54,21.64,4.13,21.64,137,064_elephant_image_0050_underexposed.jpg,DEGRADED
300,218,1.3761,1546.97,136.15,61.14,12.66,61.14,254,065_brain_image_0008_compressed.jpg,DEGRADED
300,218,1.3761,174.67,136.09,56.66,5.53,56.66,244,065_brain_image_0008_moderate_blur.jpg,DEGRADED
300,218,1.3761,4995.9,135.72,62.34,17.33,62.34,256,065_brain_image_0008_moderate_noise.jpg,DEGRADED
300,218,1.3761,3694.48,182.12,73.38,18.45,73.38,256,065_brain_image_0008_overexposed.jpg,DEGRADED
300,218,1.3761,578.31,70.84,32.23,7.24,32.23,136,065_brain_image_0008_underexposed.jpg,DEGRADED
266,300,0.8867,632.31,106.02,58.49,7.7,58.49,253,066_cup_image_0054_compressed.jpg,DEGRADED
266,300,0.8867,14.28,105.93,55.75,1.64,55.75,236,066_cup_image_0054_moderate_blur.jpg,DEGRADED
266,300,0.8867,3884.24,105.92,58.92,13.58,58.92,255,066_cup_image_0054_moderate_noise.jpg,DEGRADED
266,300,0.8867,1023.45,157.34,77.75,9.64,77.75,256,066_cup_image_0054_overexposed.jpg,DEGRADED
266,300,0.8867,222.6,64.05,35.63,4.55,35.63,155,066_cup_image_0054_underexposed.jpg,DEGRADED
300,214,1.4019,1967.34,125.63,82.2,13.21,82.2,255,067_helicopter_image_0029_compressed.jpg,DEGRADED
300,214,1.4019,49.72,125.77,78.83,3.08,78.83,240,067_helicopter_image_0029_moderate_blur.jpg,DEGRADED
300,214,1.4019,5246.52,124.55,81.19,17.41,81.19,256,067_helicopter_image_0029_moderate_noise.jpg,DEGRADED
300,214,1.4019,2965.68,160.55,90.62,14.89,90.62,255,067_helicopter_image_0029_overexposed.jpg,DEGRADED
300,214,1.4019,891.21,71.12,47.1,8.26,47.1,151,067_helicopter_image_0029_underexposed.jpg,DEGRADED
300,295,1.0169,1958.66,142.67,81.43,14.48,81.43,237,068_stop_sign_image_0010_compressed.jpg,DEGRADED
300,295,1.0169,126.52,143.5,74.07,5.07,74.07,197,068_stop_sign_image_0010_moderate_blur.jpg,DEGRADED
300,295,1.0169,4122.85,142.73,81.42,17.32,81.42,234,068_stop_sign_image_0010_moderate_noise.jpg,DEGRADED
300,295,1.0169,3691.35,162.72,76.34,16.5,76.34,219,068_stop_sign_image_0010_overexposed.jpg,DEGRADED
300,295,1.0169,895.77,73.11,42.43,8.59,42.43,123,068_stop_sign_image_0010_underexposed.jpg,DEGRADED
182,300,0.6067,1466.19,196.34,80.28,11.74,80.28,250,069_chair_image_0031_compressed.jpg,DEGRADED
182,300,0.6067,46.79,197.07,76.74,3.06,76.74,220,069_chair_image_0031_moderate_blur.jpg,DEGRADED
182,300,0.6067,3273.63,193.39,79.02,14.46,79.02,250,069_chair_image_0031_moderate_noise.jpg,DEGRADED
182,300,0.6067,3007.13,212.11,67.39,14.22,67.39,239,069_chair_image_0031_overexposed.jpg,DEGRADED
182,300,0.6067,851.78,117.3,48.47,7.95,48.47,155,069_chair_image_0031_underexposed.jpg,DEGRADED
258,300,0.86,913.64,116.82,58.2,8.71,58.2,241,070_trilobite_image_0064_compressed.jpg,DEGRADED
258,300,0.86,21.73,116.54,56.49,1.93,56.49,208,070_trilobite_image_0064_moderate_blur.jpg,DEGRADED
258,300,0.86,4217.92,117.27,57.35,13.7,57.35,243,070_trilobite_image_0064_moderate_noise.jpg,DEGRADED
258,300,0.86,3331.44,157.98,79.01,12.96,79.01,251,070_trilobite_image_0064_overexposed.jpg,DEGRADED
258,300,0.86,459.16,56.62,28.61,4.86,28.61,119,070_trilobite_image_0064_underexposed.jpg,DEGRADED
300,170,1.7647,755.91,123.65,67.81,8.9,67.81,255,071_euphonium_image_0032_compressed.jpg,DEGRADED
300,170,1.7647,40.1,123.62,65.08,2.77,65.08,254,071_euphonium_image_0032_moderate_blur.jpg,DEGRADED
300,170,1.7647,3464.92,123.6,67.24,13.88,67.24,256,071_euphonium_image_0032_moderate_noise.jpg,DEGRADED
300,170,1.7647,1363.66,166.04,79.49,10.62,79.49,243,071_euphonium_image_0032_overexposed.jpg,DEGRADED
300,170,1.7647,425.16,76.87,42.64,6.3,42.64,162,071_euphonium_image_0032_underexposed.jpg,DEGRADED
300,289,1.0381,193.45,174.74,51.64,4.65,51.64,235,072_dragonfly_image_0026_compressed.jpg,DEGRADED
300,289,1.0381,10.28,174.68,49.74,1.36,49.74,219,072_dragonfly_image_0026_moderate_blur.jpg,DEGRADED
300,289,1.0381,1616.59,173.95,52.08,8.75,52.08,245,072_dragonfly_image_0026_moderate_noise.jpg,DEGRADED
300,289,1.0381,189.29,223.34,56.58,4.43,56.58,223,072_dragonfly_image_0026_overexposed.jpg,DEGRADED
300,289,1.0381,47.04,84.51,25.14,2.28,25.14,119,072_dragonfly_image_0026_underexposed.jpg,DEGRADED
300,283,1.0601,1623.47,119.84,110.56,11.5,110.56,256,073_binocular_image_0002_compressed.jpg,DEGRADED
300,283,1.0601,67.09,119.9,107.32,3.68,107.32,256,073_binocular_image_0002_moderate_blur.jpg,DEGRADED
300,283,1.0601,2805.76,118.97,108.69,13.32,108.69,256,073_binocular_image_0002_moderate_noise.jpg,DEGRADED
300,283,1.0601,2828.43,132.77,110.57,14.62,110.57,256,073_binocular_image_0002_overexposed.jpg,DEGRADED
300,283,1.0601,824.26,74.26,69.1,7.68,69.1,166,073_binocular_image_0002_underexposed.jpg,DEGRADED
300,230,1.3043,748.57,133.79,64.33,9.0,64.33,229,074_cannon_image_0012_compressed.jpg,DEGRADED
300,230,1.3043,25.51,133.84,60.36,2.23,60.36,214,074_cannon_image_0012_moderate_blur.jpg,DEGRADED
300,230,1.3043,2499.06,132.99,64.69,12.57,64.69,241,074_cannon_image_0012_moderate_noise.jpg,DEGRADED
300,230,1.3043,1522.73,188.12,63.45,11.83,63.45,210,074_cannon_image_0012_overexposed.jpg,DEGRADED
300,230,1.3043,226.66,62.79,30.57,4.74,30.57,110,074_cannon_image_0012_underexposed.jpg,DEGRADED
300,275,1.0909,10584.95,84.65,61.26,25.4,61.26,256,075_bonsai_image_0030_compressed.jpg,DEGRADED
300,275,1.0909,223.01,84.41,52.58,5.88,52.58,249,075_bonsai_image_0030_moderate_blur.jpg,DEGRADED
300,275,1.0909,13298.2,84.35,61.82,26.76,61.82,256,075_bonsai_image_0030_moderate_noise.jpg,DEGRADED
300,275,1.0909,17537.01,126.19,77.98,31.22,77.98,255,075_bonsai_image_0030_overexposed.jpg,DEGRADED
300,275,1.0909,4364.84,51.29,37.82,15.69,37.82,164,075_bonsai_image_0030_underexposed.jpg,DEGRADED
300,163,1.8405,154.93,139.52,18.52,4.05,18.52,178,076_ceiling_fan_image_0010_compressed.jpg,DEGRADED
300,163,1.8405,7.15,138.78,16.45,1.14,16.45,154,076_ceiling_fan_image_0010_moderate_blur.jpg,DEGRADED
300,163,1.8405,1923.2,138.19,20.7,9.3,20.7,200,076_ceiling_fan_image_0010_moderate_noise.jpg,DEGRADED
300,163,1.8405,311.38,188.58,23.44,5.34,23.44,179,076_ceiling_fan_image_0010_overexposed.jpg,DEGRADED
300,163,1.8405,45.96,65.46,8.83,2.09,8.83,88,076_ceiling_fan_image_0010_underexposed.jpg,DEGRADED
300,268,1.1194,3174.3,138.98,59.88,15.26,59.88,251,077_brontosaurus_image_0043_compressed.jpg,DEGRADED
300,268,1.1194,108.46,138.96,56.14,4.11,56.14,210,077_brontosaurus_image_0043_moderate_blur.jpg,DEGRADED
300,268,1.1194,6410.43,138.44,61.0,18.96,61.0,253,077_brontosaurus_image_0043_moderate_noise.jpg,DEGRADED
300,268,1.1194,8921.15,198.76,70.05,23.13,70.05,252,077_brontosaurus_image_0043_overexposed.jpg,DEGRADED
300,268,1.1194,1496.11,73.27,32.2,9.47,32.2,136,077_brontosaurus_image_0043_underexposed.jpg,DEGRADED
300,272,1.1029,125.76,71.91,48.61,3.71,48.61,239,078_flamingo_head_image_0041_compressed.jpg,DEGRADED
300,272,1.1029,20.7,71.85,47.94,1.86,47.94,231,078_flamingo_head_image_0041_moderate_blur.jpg,DEGRADED
300,272,1.1029,2244.16,71.66,49.42,9.87,49.42,249,078_flamingo_head_image_0041_moderate_noise.jpg,DEGRADED
300,272,1.1029,243.03,103.15,66.97,5.01,66.97,251,078_flamingo_head_image_0041_overexposed.jpg,DEGRADED
300,272,1.1029,54.61,43.02,29.48,2.39,29.48,147,078_flamingo_head_image_0041_underexposed.jpg,DEGRADED
300,159,1.8868,892.06,92.7,37.42,8.58,37.42,244,079_dolphin_image_0012_compressed.jpg,DEGRADED
300,159,1.8868,17.18,92.7,34.63,1.7,34.63,218,079_dolphin_image_0012_moderate_blur.jpg,DEGRADED
300,159,1.8868,2795.8,92.2,38.44,12.18,38.44,254,079_dolphin_image_0012_moderate_noise.jpg,DEGRADED
300,159,1.8868,3002.78,140.12,52.14,13.86,52.14,255,079_dolphin_image_0012_overexposed.jpg,DEGRADED
300,159,1.8868,742.92,63.74,26.16,6.92,26.16,174,079_dolphin_image_0012_underexposed.jpg,DEGRADED
300,229,1.31,193.03,121.09,30.59,4.45,30.59,185,080_llama_image_0033_compressed.jpg,DEGRADED
300,229,1.31,22.2,121.11,29.54,1.91,29.54,157,080_llama_image_0033_moderate_blur.jpg,DEGRADED
300,229,1.31,2358.5,120.59,32.28,10.36,32.28,203,080_llama_image_0033_moderate_noise.jpg,DEGRADED
300,229,1.31,484.35,191.44,38.71,6.39,38.71,142,080_llama_image_0033_overexposed.jpg,DEGRADED
300,229,1.31,68.5,57.58,14.7,2.49,14.7,92,080_llama_image_0033_underexposed.jpg,DEGRADED
267,300,0.89,2689.11,155.76,89.45,12.25,89.45,254,001_Faces_easy_image_0016_extreme_bright.jpg,DEFECTIVE
267,300,0.89,143.05,16.09,13.95,2.91,13.95,49,001_Faces_easy_image_0016_extreme_dark.jpg,DEFECTIVE
267,300,0.89,1038.51,96.01,79.55,9.61,79.55,256,001_Faces_easy_image_0016_heavy_compression.jpg,DEFECTIVE
267,300,0.89,1278.94,29.32,22.22,7.05,22.22,82,001_Faces_easy_image_0016_multiple_defects.jpg,DEFECTIVE
267,300,0.89,2.41,96.18,73.39,0.47,73.39,244,001_Faces_easy_image_0016_severe_blur.jpg,DEFECTIVE
267,300,0.89,19576.82,99.14,76.95,29.04,76.95,256,001_Faces_easy_image_0016_severe_noise.jpg,DEFECTIVE
300,249,1.2048,1353.39,239.12,38.6,10.18,38.6,248,002_crayfish_image_0058_extreme_bright.jpg,DEFECTIVE
300,249,1.2048,22.77,27.52,8.93,1.42,8.93,41,002_crayfish_image_0058_extreme_dark.jpg,DEFECTIVE
300,249,1.2048,525.34,184.73,58.36,7.26,58.36,250,002_crayfish_image_0058_heavy_compression.jpg,DEFECTIVE
300,249,1.2048,1356.95,53.36,17.3,7.25,17.3,84,002_crayfish_image_0058_multiple_defects.jpg,DEFECTIVE
300,249,1.2048,2.02,184.97,54.24,0.4,54.24,217,002_crayfish_image_0058_severe_blur.jpg,DEFECTIVE
300,249,1.2048,17235.86,177.6,59.64,26.72,59.64,255,002_crayfish_image_0058_severe_noise.jpg,DEFECTIVE
300,256,1.1719,2742.59,215.81,86.4,12.45,86.4,256,003_ant_image_0006_extreme_bright.jpg,DEFECTIVE
300,256,1.1719,127.42,41.06,18.72,2.84,18.72,59,003_ant_image_0006_extreme_dark.jpg,DEFECTIVE
300,256,1.1719,978.57,195.41,87.37,9.64,87.37,256,003_ant_image_0006_heavy_compression.jpg,DEFECTIVE
300,256,1.1719,960.77,56.42,22.63,6.1,22.63,85,003_ant_image_0006_multiple_defects.jpg,DEFECTIVE
300,256,1.1719,7.79,197.65,84.67,1.2,84.67,256,003_ant_image_0006_severe_blur.jpg,DEFECTIVE
300,256,1.1719,9279.37,189.21,81.04,20.6,81.04,256,003_ant_image_0006_severe_noise.jpg,DEFECTIVE
199,300,0.6633,1003.71,168.34,28.38,8.47,28.38,206,004_scissors_image_0015_extreme_bright.jpg,DEFECTIVE
199,300,0.6633,29.1,15.42,3.8,1.5,3.8,41,004_scissors_image_0015_extreme_dark.jpg,DEFECTIVE
199,300,0.6633,513.12,109.08,24.94,7.38,24.94,246,004_scissors_image_0015_heavy_compression.jpg,DEFECTIVE
199,300,0.6633,1275.99,32.14,8.83,7.02,8.83,72,004_scissors_image_0015_multiple_defects.jpg,DEFECTIVE
199,300,0.6633,4.59,109.42,16.08,0.85,16.08,169,004_scissors_image_0015_severe_blur.jpg,DEFECTIVE
199,300,0.6633,18271.12,109.06,37.26,27.45,37.26,252,004_scissors_image_0015_severe_noise.jpg,DEFECTIVE
225,300,0.75,1958.98,166.06,91.12,11.92,91.12,256,005_water_lilly_image_0008_extreme_bright.jpg,DEFECTIVE
225,300,0.75,33.8,20.44,17.28,1.77,17.28,60,005_water_lilly_image_0008_extreme_dark.jpg,DEFECTIVE
225,300,0.75,497.77,92.69,76.72,7.09,76.72,256,005_water_lilly_image_0008_heavy_compression.jpg,DEFECTIVE
225,300,0.75,1315.62,28.3,21.14,7.16,21.14,82,005_water_lilly_image_0008_multiple_defects.jpg,DEFECTIVE
225,300,0.75,3.94,92.83,71.33,0.75,71.33,248,005_water_lilly_image_0008_severe_blur.jpg,DEFECTIVE
225,300,0.75,21178.19,97.61,73.72,29.43,73.72,256,005_water_lilly_image_0008_severe_noise.jpg,DEFECTIVE
188,300,0.6267,7102.65,168.95,97.34,20.06,97.34,256,006_metronome_image_0005_extreme_bright.jpg,DEFECTIVE
188,300,0.6267,141.74,24.11,17.35,2.87,17.35,52,006_metronome_image_0005_extreme_dark.jpg,DEFECTIVE
188,300,0.6267,807.53,127.6,88.76,8.97,88.76,256,006_metronome_image_0005_heavy_compression.jpg,DEFECTIVE
188,300,0.6267,1326.75,36.8,23.27,7.2,23.27,83,006_metronome_image_0005_multiple_defects.jpg,DEFECTIVE
188,300,0.6267,4.67,124.19,79.73,0.87,79.73,221,006_metronome_image_0005_severe_blur.jpg,DEFECTIVE
188,300,0.6267,18737.92,125.05,82.04,28.09,82.04,256,006_metronome_image_0005_severe_noise.jpg,DEFECTIVE
204,300,0.68,4087.17,245.47,29.24,14.72,29.24,240,007_windsor_chair_image_0009_extreme_bright.jpg,DEFECTIVE
204,300,0.68,164.99,40.06,11.62,3.49,11.62,54,007_windsor_chair_image_0009_extreme_dark.jpg,DEFECTIVE
204,300,0.68,2613.5,206.34,59.48,15.39,59.48,256,007_windsor_chair_image_0009_heavy_compression.jpg,DEFECTIVE
204,300,0.68,1277.87,59.37,13.62,7.04,13.62,82,007_windsor_chair_image_0009_multiple_defects.jpg,DEFECTIVE
204,300,0.68,2.59,206.37,37.54,0.56,37.54,180,007_windsor_chair_image_0009_severe_blur.jpg,DEFECTIVE
204,300,0.68,15665.31,196.77,58.75,27.21,58.75,256,007_windsor_chair_image_0009_severe_noise.jpg,DEFECTIVE
300,195,1.5385,6073.74,186.14,45.04,17.77,45.04,253,008_crocodile_image_0017_extreme_bright.jpg,DEFECTIVE
300,195,1.5385,202.23,16.57,7.01,3.27,7.01,51,008_crocodile_image_0017_extreme_dark.jpg,DEFECTIVE
300,195,1.5385,1531.84,89.27,34.22,11.55,34.22,250,008_crocodile_image_0017_heavy_compression.jpg,DEFECTIVE
300,195,1.5385,1597.3,26.67,11.41,7.92,11.41,73,008_crocodile_image_0017_multiple_defects.jpg,DEFECTIVE
300,195,1.5385,1.92,89.15,23.6,0.38,23.6,149,008_crocodile_image_0017_severe_blur.jpg,DEFECTIVE
300,195,1.5385,19314.91,90.32,43.66,28.67,43.66,253,008_crocodile_image_0017_severe_noise.jpg,DEFECTIVE
300,271,1.107,4336.78,210.55,63.05,17.36,63.05,255,009_laptop_image_0027_extreme_bright.jpg,DEFECTIVE
300,271,1.107,54.0,21.99,11.17,1.91,11.17,42,009_laptop_image_0027_extreme_dark.jpg,DEFECTIVE
300,271,1.107,688.89,152.23,74.48,8.28,74.48,256,009_laptop_image_0027_heavy_compression.jpg,DEFECTIVE
300,271,1.107,1411.17,44.2,21.1,7.42,21.1,83,009_laptop_image_0027_multiple_defects.jpg,DEFECTIVE
300,271,1.107,3.39,152.0,69.84,0.66,69.84,213,009_laptop_image_0027_severe_blur.jpg,DEFECTIVE
300,271,1.107,21523.61,147.8,73.28,29.97,73.28,256,009_laptop_image_0027_severe_noise.jpg,DEFECTIVE
300,210,1.4286,47908.96,102.94,76.45,46.3,76.45,256,010_mandolin_image_0025_extreme_bright.jpg,DEFECTIVE
300,210,1.4286,88.31,3.84,4.01,2.17,4.01,25,010_mandolin_image_0025_extreme_dark.jpg,DEFECTIVE
300,210,1.4286,3914.97,49.38,40.41,17.06,40.41,251,010_mandolin_image_0025_heavy_compression.jpg,DEFECTIVE
300,210,1.4286,1252.89,15.75,11.25,6.99,11.25,73,010_mandolin_image_0025_multiple_defects.jpg,DEFECTIVE
300,210,1.4286,1.81,49.07,28.93,0.35,28.93,162,010_mandolin_image_0025_severe_blur.jpg,DEFECTIVE
300,210,1.4286,22906.21,55.52,47.21,31.61,47.21,254,010_mandolin_image_0025_severe_noise.jpg,DEFECTIVE
277,300,0.9233,2034.46,153.51,82.68,13.05,82.68,255,011_lamp_image_0034_extreme_bright.jpg,DEFECTIVE
277,300,0.9233,34.68,19.36,15.85,1.77,15.85,55,011_lamp_image_0034_extreme_dark.jpg,DEFECTIVE
277,300,0.9233,456.9,94.29,75.21,6.9,75.21,256,011_lamp_image_0034_heavy_compression.jpg,DEFECTIVE
277,300,0.9233,1330.5,28.44,21.23,7.19,21.23,83,011_lamp_image_0034_multiple_defects.jpg,DEFECTIVE
277,300,0.9233,2.61,94.22,68.42,0.52,68.42,232,011_lamp_image_0034_severe_blur.jpg,DEFECTIVE
277,300,0.9233,17990.81,97.2,73.68,27.32,73.68,256,011_lamp_image_0034_severe_noise.jpg,DEFECTIVE
291,300,0.97,129.5,248.93,21.07,3.09,21.07,155,012_soccer_ball_image_0056_extreme_bright.jpg,DEFECTIVE
291,300,0.97,3.16,18.74,5.15,0.51,5.15,25,012_soccer_ball_image_0056_extreme_dark.jpg,DEFECTIVE
291,300,0.97,111.01,195.38,52.05,3.48,52.05,228,012_soccer_ball_image_0056_heavy_compression.jpg,DEFECTIVE
291,300,0.97,1310.28,56.52,15.88,7.13,15.88,83,012_soccer_ball_image_0056_multiple_defects.jpg,DEFECTIVE
291,300,0.97,3.25,195.14,50.13,0.64,50.13,199,012_soccer_ball_image_0056_severe_blur.jpg,DEFECTIVE
291,300,0.97,14308.88,188.86,55.02,23.92,55.02,255,012_soccer_ball_image_0056_severe_noise.jpg,DEFECTIVE
205,300,0.6833,19879.8,171.95,74.15,28.42,74.15,255,013_panda_image_0030_extreme_bright.jpg,DEFECTIVE
205,300,0.6833,297.4,15.05,9.1,3.43,9.1,45,013_panda_image_0030_extreme_dark.jpg,DEFECTIVE
205,300,0.6833,988.15,95.45,52.02,9.72,52.02,253,013_panda_image_0030_heavy_compression.jpg,DEFECTIVE
205,300,0.6833,1570.26,28.35,15.39,7.81,15.39,81,013_panda_image_0030_multiple_defects.jpg,DEFECTIVE
205,300,0.6833,6.6,95.17,46.31,1.05,46.31,212,013_panda_image_0030_severe_blur.jpg,DEFECTIVE
205,300,0.6833,25355.49,97.13,59.19,31.85,59.19,255,013_panda_image_0030_severe_noise.jpg,DEFECTIVE
280,300,0.9333,6601.73,99.9,95.57,21.06,95.57,256,014_barrel_image_0009_extreme_bright.jpg,DEFECTIVE
280,300,0.9333,106.03,8.75,10.24,2.79,10.24,58,014_barrel_image_0009_extreme_dark.jpg,DEFECTIVE
280,300,0.9333,1328.5,41.63,47.01,10.88,47.01,256,014_barrel_image_0009_heavy_compression.jpg,DEFECTIVE
280,300,0.9333,1092.11,14.7,12.44,6.53,12.44,73,014_barrel_image_0009_multiple_defects.jpg,DEFECTIVE
280,300,0.9333,4.19,41.59,41.76,0.82,41.76,213,014_barrel_image_0009_severe_blur.jpg,DEFECTIVE
280,300,0.9333,16371.25,52.86,47.75,26.57,47.75,255,014_barrel_image_0009_severe_noise.jpg,DEFECTIVE
292,300,0.9733,4371.5,198.65,57.64,16.73,57.64,252,015_sunflower_image_0033_extreme_bright.jpg,DEFECTIVE
292,300,0.9733,73.86,12.23,6.39,2.16,6.39,35,015_sunflower_image_0033_extreme_dark.jpg,DEFECTIVE
292,300,0.9733,1406.5,109.37,52.86,11.2,52.86,256,015_sunflower_image_0033_heavy_compression.jpg,DEFECTIVE
292,300,0.9733,1566.12,32.65,15.62,7.82,15.62,80,015_sunflower_image_0033_multiple_defects.jpg,DEFECTIVE
292,300,0.9733,2.39,109.81,43.37,0.48,43.37,193,015_sunflower_image_0033_severe_blur.jpg,DEFECTIVE
292,300,0.9733,18176.99,110.45,57.91,28.47,57.91,255,015_sunflower_image_0033_severe_noise.jpg,DEFECTIVE
300,225,1.3333,1169.55,133.45,64.75,10.37,64.75,252,016_pizza_image_0009_extreme_bright.jpg,DEFECTIVE
300,225,1.3333,10.02,6.5,3.71,0.91,3.71,32,016_pizza_image_0009_extreme_dark.jpg,DEFECTIVE
300,225,1.3333,200.62,58.74,30.82,4.54,30.82,227,016_pizza_image_0009_heavy_compression.jpg,DEFECTIVE
300,225,1.3333,1323.63,18.29,10.7,7.2,10.7,68,016_pizza_image_0009_multiple_defects.jpg,DEFECTIVE
300,225,1.3333,2.36,58.82,27.22,0.48,27.22,138,016_pizza_image_0009_severe_blur.jpg,DEFECTIVE
300,225,1.3333,10552.22,61.34,36.19,20.84,36.19,243,016_pizza_image_0009_severe_noise.jpg,DEFECTIVE
300,188,1.5957,324.96,243.09,29.52,4.99,29.52,138,017_scorpion_image_0044_extreme_bright.jpg,DEFECTIVE
300,188,1.5957,16.54,47.23,12.55,1.29,12.55,46,017_scorpion_image_0044_extreme_dark.jpg,DEFECTIVE
300,188,1.5957,266.14,211.07,55.08,5.22,55.08,217,017_scorpion_image_0044_heavy_compression.jpg,DEFECTIVE
300,188,1.5957,1158.18,60.19,15.77,6.69,15.77,84,017_scorpion_image_0044_multiple_defects.jpg,DEFECTIVE
300,188,1.5957,4.43,210.93,52.13,0.83,52.13,179,017_scorpion_image_0044_severe_blur.jpg,DEFECTIVE
300,188,1.5957,16318.66,197.84,56.04,25.7,56.04,253,017_scorpion_image_0044_severe_noise.jpg,DEFECTIVE
300,232,1.2931,3177.32,242.0,44.79,13.95,44.79,256,018_tick_image_0005_extreme_bright.jpg,DEFECTIVE
300,232,1.2931,61.78,44.21,13.69,2.15,13.69,57,018_tick_image_0005_extreme_dark.jpg,DEFECTIVE
300,232,1.2931,509.65,210.18,63.91,7.19,63.91,256,018_tick_image_0005_heavy_compression.jpg,DEFECTIVE
300,232,1.2931,1108.83,59.83,17.21,6.53,17.21,84,018_tick_image_0005_multiple_defects.jpg,DEFECTIVE
300,232,1.2931,2.27,209.69,55.22,0.49,55.22,240,018_tick_image_0005_severe_blur.jpg,DEFECTIVE
300,232,1.2931,11799.54,199.94,62.06,22.5,62.06,256,018_tick_image_0005_severe_noise.jpg,DEFECTIVE
300,253,1.1858,249.1,224.6,75.4,4.84,75.4,256,019_butterfly_image_0009_extreme_bright.jpg,DEFECTIVE
300,253,1.1858,5.51,50.65,20.43,0.78,20.43,66,019_butterfly_image_0009_extreme_dark.jpg,DEFECTIVE
300,253,1.1858,97.27,205.13,81.46,3.21,81.46,256,019_butterfly_image_0009_heavy_compression.jpg,DEFECTIVE
300,253,1.1858,919.22,58.51,21.9,5.96,21.9,85,019_butterfly_image_0009_multiple_defects.jpg,DEFECTIVE
300,253,1.1858,3.71,207.47,80.87,0.8,80.87,256,019_butterfly_image_0009_severe_blur.jpg,DEFECTIVE
300,253,1.1858,10836.83,194.34,74.13,20.79,74.13,256,019_butterfly_image_0009_severe_noise.jpg,DEFECTIVE
219,300,0.73,26324.04,226.06,43.12,31.98,43.12,255,020_flamingo_image_0044_extreme_bright.jpg,DEFECTIVE
219,300,0.73,439.64,12.44,6.47,3.93,6.47,39,020_flamingo_image_0044_extreme_dark.jpg,DEFECTIVE
219,300,0.73,2131.37,105.47,43.58,12.39,43.58,256,020_flamingo_image_0044_heavy_compression.jpg,DEFECTIVE
219,300,0.73,1688.33,31.12,13.53,8.09,13.53,80,020_flamingo_image_0044_multiple_defects.jpg,DEFECTIVE
219,300,0.73,5.72,105.47,36.35,0.95,36.35,189,020_flamingo_image_0044_severe_blur.jpg,DEFECTIVE
219,300,0.73,27306.0,105.21,53.16,32.68,53.16,255,020_flamingo_image_0044_severe_noise.jpg,DEFECTIVE
260,300,0.8667,3106.27,236.85,45.36,14.21,45.36,249,021_saxophone_image_0011_extreme_bright.jpg,DEFECTIVE
260,300,0.8667,74.81,46.38,15.76,2.41,15.76,63,021_saxophone_image_0011_extreme_dark.jpg,DEFECTIVE
260,300,0.8667,953.43,209.89,70.32,9.4,70.32,256,021_saxophone_image_0011_heavy_compression.jpg,DEFECTIVE
260,300,0.8667,1071.91,59.18,17.99,6.44,17.99,84,021_saxophone_image_0011_multiple_defects.jpg,DEFECTIVE
